delta,loss_mse,ideal_z[0],noisy_z[0],ideal_z[1],noisy_z[1],ideal_z[2],noisy_z[2],ideal_z[3],noisy_z[3],ideal_z[4],noisy_z[4],"ideal_xx[0,1]","noisy_xx[0,1]","ideal_xx[1,2]","noisy_xx[1,2]","ideal_xx[2,3]","noisy_xx[2,3]","ideal_xx[3,4]","noisy_xx[3,4]","ideal_yy[0,1]","noisy_yy[0,1]","ideal_yy[1,2]","noisy_yy[1,2]","ideal_yy[2,3]","noisy_yy[2,3]","ideal_yy[3,4]","noisy_yy[3,4]","ideal_zz[0,1]","noisy_zz[0,1]","ideal_zz[1,2]","noisy_zz[1,2]","ideal_zz[2,3]","noisy_zz[2,3]","ideal_zz[3,4]","noisy_zz[3,4]",ideal_Mz,noisy_Mz,ideal_XX_bond_avg,noisy_XX_bond_avg,ideal_YY_bond_avg,noisy_YY_bond_avg,ideal_ZZ_bond_avg,noisy_ZZ_bond_avg,ideal_E_bond,noisy_E_bond
-6.283185307179589,0.07646106803802923,1.0,0.7633450639693273,0.9999999999999998,0.7031789968313599,0.9999999999999996,0.7091984305307819,0.9999999999999996,0.7141362167135261,0.9999999999999996,0.7121137249402657,6.964735664567541e-16,-0.019636898803724035,-8.25691764932342e-15,-0.0022844780900623707,2.0412505915235932e-14,-0.004614766462143174,1.4869503355096856e-28,-0.012186789480698717,-6.964735664567549e-16,-0.007237367152164336,8.256917649323402e-15,0.0013041425919481436,-2.041250591523592e-14,0.0024902823304419636,1.4869503355096856e-28,-0.006841546263563584,0.9999999999999998,0.5470087961585282,1.0,0.5036461369312003,0.9999999999999996,0.5220434478709154,0.9999999999999996,0.5247218243286059,0.9999999999999997,0.7203944865970522,3.2130154580923536e-15,-0.009680733209157074,-3.2130154580922806e-15,-0.0025711221233344532,0.9999999999999997,0.5243550513223124,0.9999999999999997,0.5121031959898209
-5.945338651496838,0.09247149772305038,1.0,0.7227763561178246,0.9999999999999998,0.6569537374989984,0.9999999999999996,0.7035072487022374,0.9999999999999996,0.680706492683571,0.9999999999999996,0.6923437642930355,6.964735664567541e-16,-0.0003100701753329096,-8.25691764932342e-15,-0.010280798083499928,2.0412505915235932e-14,-0.01553728423389381,1.4869503355096856e-28,0.0006650255440865514,-6.964735664567549e-16,-0.00929805365318924,8.256917649323402e-15,-0.00956976186272848,-2.041250591523592e-14,-0.013177739700413317,1.4869503355096856e-28,-0.010838218345353296,0.9999999999999998,0.48569251921998946,1.0,0.4722161327216548,0.9999999999999996,0.4810884438744262,0.9999999999999996,0.4710206744975375,0.9999999999999997,0.6912575198591334,3.2130154580923536e-15,-0.006365781737160024,-3.2130154580922806e-15,-0.010720943390421084,0.9999999999999997,0.47750444257840197,0.9999999999999997,0.46041771745082083
-5.625656782159669,0.09483246050638877,1.0,0.7048616017374453,0.9999999999999998,0.6602037561474284,0.9999999999999996,0.6785563820564913,0.9999999999999996,0.6756128271552453,0.9999999999999996,0.6670483251502444,6.964735664567541e-16,-0.008059098325214098,-8.25691764932342e-15,-0.008459950037665,2.0412505915235932e-14,-0.0076558194809631264,1.4869503355096856e-28,-0.013561679949811894,-6.964735664567549e-16,-0.03080983989751461,8.256917649323402e-15,-0.007230400327267599,-2.041250591523592e-14,-0.006531344487447089,1.4869503355096856e-28,-0.039382989039593995,0.9999999999999998,0.4949049288463293,1.0,0.4758320447634786,0.9999999999999996,0.477205859824307,0.9999999999999996,0.46707151608563324,0.9999999999999997,0.6772565784493709,3.2130154580923536e-15,-0.00943413694841353,-3.2130154580922806e-15,-0.020988643437955826,0.9999999999999997,0.478753587379937,0.9999999999999997,0.44833080699356764
-5.323162975520285,0.102080461150962,1.0,0.6678291940121996,0.9999999999999998,0.6426041572093008,0.9999999999999996,0.6462971961968015,0.9999999999999996,0.6898629878319555,0.9999999999999996,0.6600028734170295,6.964735664567541e-16,-0.003240250710741271,-8.25691764932342e-15,0.005463521348500827,2.0412505915235932e-14,0.006685013687611378,1.4869503355096856e-28,0.0027957712749878596,-6.964735664567549e-16,-0.027071593751361322,8.256917649323402e-15,-0.002389400828078925,-2.041250591523592e-14,-0.002856589952781443,1.4869503355096856e-28,-0.020259573865206493,0.9999999999999998,0.4358356525613812,1.0,0.43907519973770537,0.9999999999999996,0.47306142301655996,0.9999999999999996,0.5014244604178307,0.9999999999999997,0.6613192817334574,3.2130154580923536e-15,0.0029260139000896984,-3.2130154580922806e-15,-0.013144289599357045,0.9999999999999997,0.4623491839333693,0.9999999999999997,0.45213090823410196
-5.03693302259909,0.10274755161774503,1.0,0.6567564742115303,0.9999999999999998,0.6515537671397414,0.9999999999999996,0.6635395646305251,0.9999999999999996,0.652568128561237,0.9999999999999996,0.6535531347476046,6.964735664567541e-16,0.00045377574319461296,-8.25691764932342e-15,9.08294658559198e-05,2.0412505915235932e-14,0.0007501693767767208,1.4869503355096856e-28,-0.0007717213358967341,-6.964735664567549e-16,-0.00408099958992157,8.256917649323402e-15,0.0001098824236834745,-2.041250591523592e-14,-0.0006959299013819758,1.4869503355096856e-28,-0.0031059597095765504,0.9999999999999998,0.49072077326880403,1.0,0.4680692715342001,0.9999999999999996,0.46816007079941563,0.9999999999999996,0.42699039218931706,0.9999999999999997,0.6555942138581277,3.2130154580923536e-15,0.00013076331248262985,-3.2130154580922806e-15,-0.0019432516942991555,0.9999999999999997,0.4634851269479342,0.9999999999999997,0.4616726385661177
-4.766092405350053,0.09993721330013719,1.0,0.6905950816249138,0.9999999999999998,0.6564710350252849,0.9999999999999996,0.6621481325494947,0.9999999999999996,0.644551724802369,0.9999999999999996,0.6608736409662939,6.964735664567541e-16,-0.028923905707243257,-8.25691764932342e-15,-0.00359044905076377,2.0412505915235932e-14,-0.003254327189053302,1.4869503355096856e-28,-0.005562636261184964,-6.964735664567549e-16,-0.03787077771888833,8.256917649323402e-15,-0.002704812082525996,-2.041250591523592e-14,-0.010123392641365431,1.4869503355096856e-28,-0.03569361197999888,0.9999999999999998,0.4855308529104666,1.0,0.4737146533204183,0.9999999999999996,0.4536711164255456,0.9999999999999996,0.4653450082222468,0.9999999999999997,0.6629279229936713,3.2130154580923536e-15,-0.010332829552061324,-3.2130154580922806e-15,-0.02159814860569466,0.9999999999999997,0.4695654077196693,0.9999999999999997,0.43763442956191334
-4.509813624746714,0.08855958572995914,1.0,0.7162705613216447,0.9999999999999998,0.6793262646567735,0.9999999999999996,0.6791190725811411,0.9999999999999996,0.7036478943347305,0.9999999999999996,0.6740416068139768,6.964735664567541e-16,-0.00912219121410185,-8.25691764932342e-15,-0.0048438619415590006,2.0412505915235932e-14,-0.008728221784892238,1.4869503355096856e-28,-0.004710948483517608,-6.964735664567549e-16,-0.01582614380791273,8.256917649323402e-15,-0.004352160092174167,-2.041250591523592e-14,-0.009258565060688754,1.4869503355096856e-28,-0.01808718161237259,0.9999999999999998,0.50331499809975,1.0,0.48593202998333745,0.9999999999999996,0.49510214091555954,0.9999999999999996,0.4916990461106281,0.9999999999999997,0.6904810799416533,3.2130154580923536e-15,-0.006851305856017674,-3.2130154580922806e-15,-0.01188101264328706,0.9999999999999997,0.49401205377731877,0.9999999999999997,0.47527973527801404
-4.267313672525386,0.0852091939180809,1.0,0.7418675628888382,0.9999999999999998,0.6743637338543338,0.9999999999999996,0.6954901350359232,0.9999999999999996,0.7111689740540651,0.9999999999999996,0.6955891038683307,6.964735664567541e-16,-0.012561835908819721,-8.25691764932342e-15,-0.012016236964965244,2.0412505915235932e-14,-0.012701568216607291,1.4869503355096856e-28,-0.01203722648804562,-6.964735664567549e-16,-0.01000782224027601,8.256917649323402e-15,-0.012952793167583432,-2.041250591523592e-14,-0.014143746177248449,1.4869503355096856e-28,-0.01651328267544969,0.9999999999999998,0.50777278710433,1.0,0.48639358798149546,0.9999999999999996,0.5003594534383751,0.9999999999999996,0.49999958050047033,0.9999999999999997,0.7036959019402983,3.2130154580923536e-15,-0.01232921689460947,-3.2130154580922806e-15,-0.013404411065139395,0.9999999999999997,0.4986313522561677,0.9999999999999997,0.47289772429641885
-4.037851638860891,0.08805088839390432,1.0,0.7213184546200779,0.9999999999999998,0.6825382818265907,0.9999999999999996,0.6955849423288655,0.9999999999999996,0.7009490497053058,0.9999999999999996,0.6970992685516494,6.964735664567541e-16,-0.014521862053367569,-8.25691764932342e-15,-0.006892427636545972,2.0412505915235932e-14,-0.013491271511092898,1.4869503355096856e-28,-0.018883950427919946,-6.964735664567549e-16,-0.0011551401604784832,8.256917649323402e-15,-0.003987082150392905,-2.041250591523592e-14,-0.008486896626969451,1.4869503355096856e-28,-0.015058810827303395,0.9999999999999998,0.4983587344378775,1.0,0.4800202804590605,0.9999999999999996,0.48797810006653025,0.9999999999999996,0.49081577334274484,0.9999999999999997,0.6994979994064978,3.2130154580923536e-15,-0.013447377907231595,-3.2130154580922806e-15,-0.007171982441286058,0.9999999999999997,0.48929322207655324,0.9999999999999997,0.4686738617280356
-3.820726448665623,0.0819138533594321,1.0,0.7750701559713029,0.9999999999999998,0.6875697039466049,0.9999999999999996,0.6880589793787402,0.9999999999999996,0.7098586291697476,0.9999999999999996,0.7524447318621895,6.964735664567541e-16,-0.02310097434000155,-8.25691764932342e-15,-0.0022529317739425963,2.0412505915235932e-14,-0.007640609365419805,1.4869503355096856e-28,-0.012196684543464006,-6.964735664567549e-16,-0.010289379062576397,8.256917649323402e-15,-0.0003589791351030522,-2.041250591523592e-14,-0.004386897293058197,1.4869503355096856e-28,-0.009628569620347143,0.9999999999999998,0.5249723676931778,1.0,0.4582918708892147,0.9999999999999996,0.48568832969833375,0.9999999999999996,0.5341917880410492,0.9999999999999997,0.722600440065717,3.2130154580923536e-15,-0.01129780000570699,-3.2130154580922806e-15,-0.006165956277771197,0.9999999999999997,0.5007860890804439,0.9999999999999997,0.4833223327969657
-3.615274719595643,0.09046189538562231,1.0,0.8044848121455916,0.9999999999999998,0.6897445277428215,0.9999999999999996,0.6284658243676294,0.9999999999999996,0.6622621584623254,0.9999999999999996,0.8073601675490624,6.964735664567541e-16,-0.001451029051544219,-8.25691764932342e-15,-0.00035912441468785784,2.0412505915235932e-14,-0.0005540354254546106,1.4869503355096856e-28,-0.0015229369068259482,-6.964735664567549e-16,-0.00113785340372497,8.256917649323402e-15,0.00012151251052755512,-2.041250591523592e-14,0.0011339717473097032,1.4869503355096856e-28,-0.0011906758494989362,0.9999999999999998,0.5392386098441048,1.0,0.4280788771902804,0.9999999999999996,0.39557389522936337,0.9999999999999996,0.542377494909378,0.9999999999999997,0.7184634980534861,3.2130154580923536e-15,-0.0009717814496281588,-3.2130154580922806e-15,-0.00026826124884666197,0.9999999999999997,0.47631721929328164,0.9999999999999997,0.4750771765948068
-3.420868735219366,0.08150676573148392,1.0,0.8155511806967028,0.9999999999999998,0.7112408462369164,0.9999999999999996,0.6610254362942819,0.9999999999999996,0.6963891743916356,0.9999999999999996,0.8011632621579103,6.964735664567541e-16,-0.006253361108707392,-8.25691764932342e-15,-0.0031276859260474734,2.0412505915235932e-14,-0.003232764186896848,1.4869503355096856e-28,-0.007516299821045548,-6.964735664567549e-16,-0.004247315012882462,8.256917649323402e-15,-0.0008984362248183268,-2.041250591523592e-14,0.0027238101645047723,1.4869503355096856e-28,-0.006417961790681898,0.9999999999999998,0.5738549019488337,1.0,0.4595290550614898,0.9999999999999996,0.41381709471010836,0.9999999999999996,0.5482364656817336,0.9999999999999997,0.7370739799554895,3.2130154580923536e-15,-0.005032527760674315,-3.2130154580922806e-15,-0.002209975715969479,0.9999999999999997,0.49885937935054137,0.9999999999999997,0.4916168758738976
-3.2369145271562667,0.08578464711408236,1.0,0.7555739836383293,0.9999999999999998,0.6869125384915731,0.9999999999999996,0.6617223688876557,0.9999999999999996,0.7110931604707686,0.9999999999999996,0.7467191597970927,6.964735664567541e-16,-0.009388529154399333,-8.25691764932342e-15,-0.009070093074709068,2.0412505915235932e-14,-0.002907298980965251,1.4869503355096856e-28,-0.010765005467423257,-6.964735664567549e-16,-0.01060218577869874,8.256917649323402e-15,-0.0006672083419443091,-2.041250591523592e-14,0.0008127452583609378,1.4869503355096856e-28,-0.011091984164574563,0.9999999999999998,0.5124764946297937,1.0,0.46352202022492855,0.9999999999999996,0.4655017662308395,0.9999999999999996,0.5237504673921202,0.9999999999999997,0.7124042422570839,3.2130154580923536e-15,-0.008032731669374227,-3.2130154580922806e-15,-0.0053871582567141685,0.9999999999999997,0.49131268711942055,0.9999999999999997,0.47789279719333216
-3.0628500603259736,0.0821219304743298,1.0,0.7106162690697085,0.9999999999999998,0.7047369136074016,0.9999999999999996,0.7114849743222335,0.9999999999999996,0.7054134912404486,0.9999999999999996,0.7111371689426192,6.964735664567541e-16,-0.01074696434582327,-8.25691764932342e-15,-0.007852157118727237,2.0412505915235932e-14,-0.0012509306978369158,1.4869503355096856e-28,-0.013264898434679345,-6.964735664567549e-16,-0.012926732797038874,8.256917649323402e-15,0.005443943772317779,-2.041250591523592e-14,-0.00213829669340342,1.4869503355096856e-28,-0.014904031165639889,0.9999999999999998,0.5208537960570543,1.0,0.4978235967061828,0.9999999999999996,0.502227597386321,0.9999999999999996,0.5087078131675821,0.9999999999999997,0.7086777634364823,3.2130154580923536e-15,-0.008278737649266692,-3.2130154580922806e-15,-0.0061312792209411,0.9999999999999997,0.507403200829285,0.9999999999999997,0.4929931839590772
-2.898143515763133,0.08554464398030825,1.0,0.7408218873981623,0.9999999999999998,0.6652266552001707,0.9999999999999996,0.7082016834939964,0.9999999999999996,0.6928548106414599,0.9999999999999996,0.6939209582218052,6.964735664567541e-16,-0.0003014868882435886,-8.25691764932342e-15,-0.00722291641918906,2.0412505915235932e-14,-0.006760708005709466,1.4869503355096856e-28,-0.011172691105318726,-6.964735664567549e-16,0.0062688669570869935,8.256917649323402e-15,-0.0077292422517060595,-2.041250591523592e-14,-0.011239183267495772,1.4869503355096856e-28,0.009032689996098874,0.9999999999999998,0.5124799881606374,1.0,0.4919356626585107,0.9999999999999996,0.5062904784180646,0.9999999999999996,0.488375444489358,0.9999999999999997,0.7002051989911189,3.2130154580923536e-15,-0.006364450604615211,-3.2130154580922806e-15,-0.0009167171415039909,0.9999999999999997,0.4997703934316427,0.9999999999999997,0.4924892256855235
-2.7422916657515257,0.08758993470932294,1.0,0.7331927378666381,0.9999999999999998,0.6790857049433577,0.9999999999999996,0.6640687977996156,0.9999999999999996,0.6911702532326053,0.9999999999999996,0.6985133909767849,6.964735664567541e-16,0.01160167721457832,-8.25691764932342e-15,-0.004098242325992346,2.0412505915235932e-14,-0.01706755700073135,1.4869503355096856e-28,-0.003831705791361606,-6.964735664567549e-16,0.0040829873549174224,8.256917649323402e-15,-0.012599148322632541,-2.041250591523592e-14,-0.019090718661707647,1.4869503355096856e-28,-0.005423921688596505,0.9999999999999998,0.5116207170211057,1.0,0.49111600616522144,0.9999999999999996,0.477549897587017,0.9999999999999996,0.505754094464795,0.9999999999999997,0.6932061769638003,3.2130154580923536e-15,-0.0033489569758767455,-3.2130154580922806e-15,-0.008257700329504817,0.9999999999999997,0.49651017880953474,0.9999999999999997,0.48490352150415317
-2.594818336313024,0.09133231613532815,1.0,0.7123234032468326,0.9999999999999998,0.6589983499494247,0.9999999999999996,0.6576501221307237,0.9999999999999996,0.6992131107348437,0.9999999999999996,0.6828642549886307,6.964735664567541e-16,0.0043748796978797765,-8.25691764932342e-15,-0.004849974664245462,2.0412505915235932e-14,0.001334059352839586,1.4869503355096856e-28,-0.000704141840676372,-6.964735664567549e-16,-0.011459687337858201,8.256917649323402e-15,0.002383444371231404,-2.041250591523592e-14,-0.00636831801088953,1.4869503355096856e-28,-0.012601504479864776,0.9999999999999998,0.5025480046562879,1.0,0.4757331746129635,0.9999999999999996,0.47933190233079304,0.9999999999999996,0.498435052601724,0.9999999999999997,0.6822098482100911,3.2130154580923536e-15,3.870563644938201e-05,-3.2130154580922806e-15,-0.007011516364345276,0.9999999999999997,0.4890120335504421,0.9999999999999997,0.4820392228225462
-2.4552729523537695,0.08185136628364661,1.0,0.7349594633302363,0.9999999999999998,0.6967400752177257,0.9999999999999996,0.7015095853015099,0.9999999999999996,0.7162714665377229,0.9999999999999996,0.6578245721527879,6.964735664567541e-16,-0.011686114249475332,-8.25691764932342e-15,-0.005747693632106456,2.0412505915235932e-14,-0.007410914242450382,1.4869503355096856e-28,-0.011414629657821503,-6.964735664567549e-16,-0.013024277733730086,8.256917649323402e-15,-0.004575144130118203,-2.041250591523592e-14,-0.002908836585376758,1.4869503355096856e-28,-0.02281056237404538,0.9999999999999998,0.5380357827606633,1.0,0.5073840739288891,0.9999999999999996,0.5238884908737278,0.9999999999999996,0.491335075206601,0.9999999999999997,0.7014610325079966,3.2130154580923536e-15,-0.009064837945463419,-3.2130154580922806e-15,-0.010829705205817608,0.9999999999999997,0.5151608556924703,0.9999999999999997,0.49526631254118925
-2.3232291610226077,0.10950947241185646,1.0,0.688970143697185,0.9999999999999998,0.6115130245636109,0.9999999999999996,0.6536394300084065,0.9999999999999996,0.6579492303377875,0.9999999999999996,0.6480221398697866,6.964735664567541e-16,-0.020688380223469017,-8.25691764932342e-15,0.0035385058368682014,2.0412505915235932e-14,-0.006908218249978969,1.4869503355096856e-28,-3.506394526979207e-05,-6.964735664567549e-16,-0.035196511249320266,8.256917649323402e-15,-0.010504623321244952,-2.041250591523592e-14,-0.0017599900405878548,1.4869503355096856e-28,-0.03266384825033279,0.9999999999999998,0.4363490323236294,1.0,0.43786458162578434,0.9999999999999996,0.44646933845373393,0.9999999999999996,0.44309400630238865,0.9999999999999997,0.6520187936953553,3.2130154580923536e-15,-0.006023289145462394,-3.2130154580922806e-15,-0.020031243215371468,0.9999999999999997,0.4409442396763841,0.9999999999999997,0.4148897073155502
-2.1982835290757192,0.10881138048273369,1.0,0.643145498395402,0.9999999999999998,0.6306309087580436,0.9999999999999996,0.6586671344213285,0.9999999999999996,0.6641092375632932,0.9999999999999996,0.6510711389279155,6.964735664567541e-16,0.0060950436662459495,-8.25691764932342e-15,-0.002760712582098206,2.0412505915235932e-14,0.0017637174026010644,1.4869503355096856e-28,-0.006218718411191076,-6.964735664567549e-16,-0.025677061089540928,8.256917649323402e-15,-0.004151224325701796,-2.041250591523592e-14,-0.003602426006780025,1.4869503355096856e-28,-0.014788316307153687,0.9999999999999998,0.4373359189967398,1.0,0.43771686747002836,0.9999999999999996,0.44629704580896046,0.9999999999999996,0.45723135037772106,0.9999999999999997,0.6495247836131965,3.2130154580923536e-15,-0.00028016748111056697,-3.2130154580922806e-15,-0.01205475693229411,0.9999999999999997,0.44464529566336236,0.9999999999999997,0.4323103712499577
