mode,model,delta,loss_mse_vs_ref,n_shifted_gates
yy,ising,-1.6673620996229055,8.574588235294136e-05,0.0
yy,heisenberg,-1.577669571381064,0.0788617190342829,20.0
yy,ising,-1.577669571381064,0.00010433411764705918,0.0
yy,heisenberg,-1.492797295166556,0.09005012235710341,20.0
yy,ising,-1.492797295166556,4.127529411764695e-05,0.0
yy,heisenberg,-1.4124859608114548,0.14678406797569857,20.0
yy,ising,-1.4124859608114548,8.113411764705928e-05,0.0
yy,heisenberg,-1.336490193188253,0.2273524040283583,20.0
yy,ising,-1.336490193188253,0.0002519576470588234,0.0
yy,heisenberg,-1.2645778025155159,0.29074001636607205,20.0
yy,ising,-1.2645778025155159,7.661647058823515e-05,0.0
yy,heisenberg,-1.1965290749487103,0.31218208948196774,20.0
yy,ising,-1.1965290749487103,0.0001861694117647058,0.0
yy,heisenberg,-1.132136101288749,0.2720748548284445,20.0
yy,ising,-1.132136101288749,0.00024635764705882357,0.0
yy,heisenberg,-1.0712021417572508,0.21999521981001402,20.0
yy,ising,-1.0712021417572508,0.00025802823529411827,0.0
yy,heisenberg,-1.013541024897726,0.165781404039904,20.0
yy,ising,-1.013541024897726,0.00021576941176470647,0.0
yy,heisenberg,-0.9589765787661355,0.12722272684798178,20.0
yy,ising,-0.9589765787661355,0.0005211811764705882,0.0
yy,heisenberg,-0.9073420926729556,0.11210387784156875,20.0
yy,ising,-0.9073420926729556,0.00015186352941176488,0.0
yy,heisenberg,-0.8584798078321985,0.11495055701105873,20.0
yy,ising,-0.8584798078321985,6.814588235294127e-05,0.0
yy,heisenberg,-0.8122404353611755,0.13758736008463895,20.0
yy,ising,-0.8122404353611755,5.47811764705884e-05,0.0
yy,heisenberg,-0.7684827001583442,0.17430039225935412,20.0
yy,ising,-0.7684827001583442,0.0003064517647058822,0.0
yy,heisenberg,-0.7270729092656553,0.20936947745598586,20.0
yy,ising,-0.7270729092656553,0.00011351058823529407,0.0
yy,heisenberg,-0.68788454339661,0.24864644543213443,20.0
yy,ising,-0.68788454339661,7.661647058823545e-05,0.0
yy,heisenberg,-0.6507978703820303,0.2868796770055826,20.0
yy,ising,-0.6507978703820303,0.00020852235294117682,0.0
yy,heisenberg,-0.6156995793524987,0.3029196446343243,20.0
yy,ising,-0.6156995793524987,0.000138122352941177,0.0
yy,heisenberg,-0.5824824345397914,0.3099830039928789,20.0
yy,ising,-0.5824824345397914,0.00014842823529411764,0.0
yy,heisenberg,-0.5510449476395575,0.3180127525238154,20.0
yy,ising,-0.5510449476395575,9.016941176470588e-05,0.0
yy,heisenberg,-0.5212910677342194,0.31464276151575654,20.0
yy,ising,-0.5212910677342194,0.0002510164705882359,0.0
yy,heisenberg,-0.49312988782871514,0.29964227823712103,20.0
yy,ising,-0.49312988782871514,0.00024348705882352948,0.0
yy,heisenberg,-0.4664753671024611,0.28854656698129605,20.0
yy,ising,-0.4664753671024611,0.00016508705882352986,0.0
yy,heisenberg,-0.4412460680289316,0.2628564325371332,20.0
yy,ising,-0.4412460680289316,0.0001937458823529417,0.0
yy,heisenberg,-0.41736490755967726,0.24626449467534642,20.0
yy,ising,-0.41736490755967726,0.00013106352941176497,0.0
yy,heisenberg,-0.3947589216125771,0.22509209840702699,20.0
yy,ising,-0.3947589216125771,0.00017567529411764728,0.0
yy,heisenberg,-0.37335904214476,0.2014143143359431,20.0
yy,ising,-0.37335904214476,0.00024165176470588296,0.0
yy,heisenberg,-0.35309988612909526,0.1817788879932737,20.0
yy,ising,-0.35309988612909526,0.0004664988235294126,0.0
yy,heisenberg,-0.3339195557895036,0.16267764910001575,20.0
yy,ising,-0.3339195557895036,0.0002577929411764702,0.0
yy,heisenberg,-0.3157594494847533,0.14240607080128462,20.0
yy,ising,-0.3157594494847533,0.0002882400000000006,0.0
yy,heisenberg,-0.2985640826629329,0.12501609790991366,20.0
yy,ising,-0.2985640826629329,0.00010819294117647048,0.0
yy,heisenberg,-0.2822809183395641,0.10817744683114948,20.0
yy,ising,-0.2822809183395641,3.242823529411783e-05,0.0
yy,heisenberg,-0.26686020658141324,0.09408310064405459,20.0
yy,ising,-0.26686020658141324,0.00010391058823529458,0.0
yy,heisenberg,-0.25225483250557745,0.07881947471038209,20.0
yy,ising,-0.25225483250557745,0.000249134117647059,0.0
yy,heisenberg,-0.2384201723294368,0.07308504386047619,20.0
yy,ising,-0.2384201723294368,0.00012287529411764757,0.0
yy,heisenberg,-0.22531395703166326,0.058212179934718,20.0
yy,ising,-0.22531395703166326,0.0002010399999999999,0.0
yy,heisenberg,-0.21289614320772793,0.04922244904938698,20.0
yy,ising,-0.21289614320772793,7.911058823529409e-05,0.0
yy,heisenberg,-0.2011287907253334,0.04024999220016224,20.0
yy,ising,-0.2011287907253334,0.00020983999999999963,0.0
yy,heisenberg,-0.18997594680597096,0.035465665713541185,20.0
yy,ising,-0.18997594680597096,6.70164705882356e-05,0.0
yy,heisenberg,-0.17940353617843807,0.0277211352239242,20.0
yy,ising,-0.17940353617843807,0.0003190635294117651,0.0
yy,heisenberg,-0.1693792569687013,0.024869983850394264,20.0
yy,ising,-0.1693792569687013,0.00015308705882352997,0.0
yy,heisenberg,-0.15987248200801774,0.019897210849330983,20.0
yy,ising,-0.15987248200801774,5.134588235294117e-05,0.0
yy,heisenberg,-0.15085416525778153,0.016007416851625572,20.0
yy,ising,-0.15085416525778153,9.360470588235298e-05,0.0
yy,heisenberg,-0.14229675306519543,0.014819838816473817,20.0
yy,ising,-0.14229675306519543,9.529882352941146e-05,0.0
yy,heisenberg,-0.13417409997862736,0.01153005113051053,20.0
yy,ising,-0.13417409997862736,8.193411764705907e-05,0.0
yy,heisenberg,-0.1264613888654419,0.01082320354111638,20.0
yy,ising,-0.1264613888654419,0.00012104000000000018,0.0
yy,heisenberg,-0.11913505508824354,0.007396607883456089,20.0
yy,ising,-0.11913505508824354,0.00033572235294117726,0.0
yy,heisenberg,-0.11217271450786699,0.005917543854539829,20.0
yy,ising,-0.11217271450786699,7.129882352941188e-05,0.0
yy,heisenberg,-0.10555309509314288,0.004685006885874484,20.0
yy,ising,-0.10555309509314288,4.852235294117639e-05,0.0
yy,heisenberg,-0.09925597192848501,0.0038963717092567684,20.0
yy,ising,-0.09925597192848501,0.00038136941176470653,0.0
yy,heisenberg,-0.09326210542072925,0.0032397354506521416,20.0
yy,ising,-0.09326210542072925,8.649882352941207e-05,0.0
yy,heisenberg,-0.08755318251642662,0.002985826273345613,20.0
yy,ising,-0.08755318251642662,0.00011416941176470562,0.0
yy,heisenberg,-0.08211176074999206,0.002465414639376579,20.0
yy,ising,-0.08211176074999206,0.0001281929411764706,0.0
yy,heisenberg,-0.07692121495175952,0.001697718768831422,20.0
yy,ising,-0.07692121495175952,0.00010880470588235316,0.0
yy,heisenberg,-0.07196568645312007,0.001795278726806017,20.0
yy,ising,-0.07196568645312007,0.00015835764705882387,0.0
yy,heisenberg,-0.06723003463355003,0.0015105744101436864,20.0
yy,ising,-0.06723003463355003,9.092235294117636e-05,0.0
yy,heisenberg,-0.06269979066149038,0.0010215626914187464,20.0
yy,ising,-0.06269979066149038,3.3369411764705915e-05,0.0
yy,heisenberg,-0.058361113287742565,0.0011200078441640443,20.0
yy,ising,-0.058361113287742565,0.00016974588235294143,0.0
yy,heisenberg,-0.05420074655631531,0.0008926251530024738,20.0
yy,ising,-0.05420074655631531,0.00046758117647058886,0.0
yy,heisenberg,-0.05020597930351803,0.0007177584766129207,20.0
yy,ising,-0.05020597930351803,0.00013040470588235315,0.0
yy,heisenberg,-0.04636460632155667,0.00046591344587077155,20.0
yy,ising,-0.04636460632155667,9.040470588235288e-05,0.0
yy,heisenberg,-0.04266489106797654,0.00042292130343659506,20.0
yy,ising,-0.04266489106797654,7.341647058823554e-05,0.0
yy,heisenberg,-0.03909552980701752,0.0004295197654639131,20.0
yy,ising,-0.03909552980701752,0.00019360470588235287,0.0
yy,heisenberg,-0.0356456170733233,0.00036337066975965286,20.0
yy,ising,-0.0356456170733233,0.00014085176470588254,0.0
yy,heisenberg,-0.03230461235248556,0.0003025765844544245,20.0
yy,ising,-0.03230461235248556,7.289882352941173e-05,0.0
yy,heisenberg,-0.029062307876622468,0.00021791525595676704,20.0
yy,ising,-0.029062307876622468,7.402823529411762e-05,0.0
yy,heisenberg,-0.025908797436597037,0.0002115148033086263,20.0
yy,ising,-0.025908797436597037,0.00039045176470588286,0.0
yy,heisenberg,-0.022834446115588027,0.0004331570590851106,20.0
yy,ising,-0.022834446115588027,0.0002971811764705888,0.0
yy,heisenberg,-0.019829860851539437,0.0002617579215766891,20.0
yy,ising,-0.019829860851539437,0.00041708705882352945,0.0
yy,heisenberg,-0.01688586173854889,0.0002203967149927885,20.0
yy,ising,-0.01688586173854889,0.00014616941176470523,0.0
yy,heisenberg,-0.01399345397951167,0.00014387681820621763,20.0
yy,ising,-0.01399345397951167,0.0001584517647058826,0.0
yy,heisenberg,-0.01114380040432747,0.00010154543695115566,20.0
yy,ising,-0.01114380040432747,0.000255016470588236,0.0
yy,heisenberg,-0.008328194469704743,0.00024126541659634076,20.0
yy,ising,-0.008328194469704743,0.00012659294117647074,0.0
yy,heisenberg,-0.005538033658069007,0.00024782605731318765,20.0
yy,ising,-0.005538033658069007,0.00011652235294117662,0.0
yy,heisenberg,-0.0027647931943008217,0.00012731699066414117,20.0
yy,ising,-0.0027647931943008217,8.358117647058857e-05,0.0
yy,heisenberg,0.0,5.10914752019449e-05,20.0
yy,ising,0.0,1.9392941176470682e-05,0.0
yy,heisenberg,0.0027647931943008217,3.5533604623555514e-05,20.0
yy,ising,0.0027647931943008217,9.911058823529419e-05,0.0
yy,heisenberg,0.005538033658069052,0.0002490085155804085,20.0
yy,ising,0.005538033658069052,3.087529411764717e-05,0.0
yy,heisenberg,0.00832819446970479,0.00011323959724224235,20.0
yy,ising,0.00832819446970479,0.00023280470588235303,0.0
yy,heisenberg,0.011143800404327516,0.00010167847247039207,20.0
yy,ising,0.011143800404327516,6.11811764705883e-05,0.0
yy,heisenberg,0.013993453979511718,0.00020446247494865528,20.0
yy,ising,0.013993453979511718,4.5698823529411855e-05,0.0
yy,heisenberg,0.016885861738548936,0.00010789165502149859,20.0
yy,ising,0.016885861738548936,0.00012555764705882372,0.0
yy,heisenberg,0.019829860851539437,0.00023958349595003717,20.0
yy,ising,0.019829860851539437,0.00011591058823529453,0.0
yy,heisenberg,0.022834446115588027,0.0004207999212847122,20.0
yy,ising,0.022834446115588027,4.5134117647058875e-05,0.0
yy,heisenberg,0.025908797436597037,0.00017928603531099454,20.0
yy,ising,0.025908797436597037,0.0002469223529411768,0.0
yy,heisenberg,0.029062307876622468,0.00027775053441651864,20.0
yy,ising,0.029062307876622468,0.00016579294117647102,0.0
yy,heisenberg,0.03230461235248561,0.0001677518192619821,20.0
yy,ising,0.03230461235248561,0.00017680470588235322,0.0
yy,heisenberg,0.03564561707332336,0.0003407903560534985,20.0
yy,ising,0.03564561707332336,8.019294117647064e-05,0.0
yy,heisenberg,0.03909552980701758,0.00033552726536204225,20.0
yy,ising,0.03909552980701758,0.0001665458823529413,0.0
yy,heisenberg,0.04266489106797659,0.0006227761359643846,20.0
yy,ising,0.04266489106797659,6.998117647058805e-05,0.0
yy,heisenberg,0.046364606321556735,0.0004171913225492984,20.0
yy,ising,0.046364606321556735,0.0003655105882352946,0.0
yy,heisenberg,0.05020597930351803,0.00041794041346640337,20.0
yy,ising,0.05020597930351803,9.671058823529436e-05,0.0
yy,heisenberg,0.05420074655631531,0.0007855686636081418,20.0
yy,ising,0.05420074655631531,0.00036485176470588273,0.0
yy,heisenberg,0.058361113287742565,0.0005922714612409153,20.0
yy,ising,0.058361113287742565,0.0003713458823529415,0.0
yy,heisenberg,0.06269979066149045,0.0007591420393933213,20.0
yy,ising,0.06269979066149045,0.00011906352941176467,0.0
yy,heisenberg,0.0672300346335501,0.0015745047576308264,20.0
yy,ising,0.0672300346335501,3.948705882352938e-05,0.0
yy,heisenberg,0.07196568645312015,0.0014174953148577665,20.0
yy,ising,0.07196568645312015,0.00027322823529411815,0.0
yy,heisenberg,0.0769212149517596,0.0010294629379970187,20.0
yy,ising,0.0769212149517596,3.501647058823517e-05,0.0
yy,heisenberg,0.08211176074999216,0.0013041480872138995,20.0
yy,ising,0.08211176074999216,5.788705882352939e-05,0.0
yy,heisenberg,0.08755318251642662,0.001780359219096545,20.0
yy,ising,0.08755318251642662,0.0001291341176470589,0.0
yy,heisenberg,0.09326210542072925,0.003059229173354009,20.0
yy,ising,0.09326210542072925,3.901647058823563e-05,0.0
yy,heisenberg,0.09925597192848501,0.00369493170366291,20.0
yy,ising,0.09925597192848501,0.0002575576470588239,0.0
yy,heisenberg,0.10555309509314288,0.0038085436677172727,20.0
yy,ising,0.10555309509314288,0.0001508752941176467,0.0
yy,heisenberg,0.11217271450786703,0.005055838312672817,20.0
yy,ising,0.11217271450786703,0.0001619341176470591,0.0
yy,heisenberg,0.11913505508824361,0.004665133345932401,20.0
yy,ising,0.11913505508824361,0.00022216941176470624,0.0
yy,heisenberg,0.12646138886544203,0.006428133291820451,20.0
yy,ising,0.12646138886544203,4.819294117647079e-05,0.0
yy,heisenberg,0.1341740999786275,0.007569613741236993,20.0
yy,ising,0.1341740999786275,7.129882352941183e-05,0.0
yy,heisenberg,0.1422967530651956,0.008600963105810894,20.0
yy,ising,0.1422967530651956,0.00012386352941176553,0.0
yy,heisenberg,0.15085416525778153,0.0128037337764067,20.0
yy,ising,0.15085416525778153,0.00028169882352941186,0.0
yy,heisenberg,0.1598724820080178,0.016095970076937017,20.0
yy,ising,0.1598724820080178,0.00015605176470588294,0.0
yy,heisenberg,0.16937925696870137,0.01883961345206192,20.0
yy,ising,0.16937925696870137,0.00022621647058823524,0.0
yy,heisenberg,0.17940353617843813,0.021046453661214676,20.0
yy,ising,0.17940353617843813,0.00023689882352941234,0.0
yy,heisenberg,0.18997594680597105,0.02899536612324139,20.0
yy,ising,0.18997594680597105,0.00015200470588235337,0.0
yy,heisenberg,0.20112879072533352,0.030731262234932794,20.0
yy,ising,0.20112879072533352,9.619294117647046e-05,0.0
yy,heisenberg,0.2128961432077281,0.03738586715429527,20.0
yy,ising,0.2128961432077281,3.887529411764714e-05,0.0
yy,heisenberg,0.22531395703166346,0.044621502523406985,20.0
yy,ising,0.22531395703166346,0.00015111058823529474,0.0
yy,heisenberg,0.2384201723294368,0.05195274573392345,20.0
yy,ising,0.2384201723294368,0.00015242823529411736,0.0
yy,heisenberg,0.25225483250557745,0.06125545822837114,20.0
yy,ising,0.25225483250557745,6.424000000000014e-05,0.0
yy,heisenberg,0.26686020658141335,0.07392411888603272,20.0
yy,ising,0.26686020658141335,8.023999999999987e-05,0.0
yy,heisenberg,0.2822809183395642,0.08835275444638664,20.0
yy,ising,0.2822809183395642,0.00029939294117647106,0.0
yy,heisenberg,0.298564082662933,0.10006548782107727,20.0
yy,ising,0.298564082662933,7.633411764705938e-05,0.0
yy,heisenberg,0.31575944948475315,0.12142398974645338,20.0
yy,ising,0.31575944948475315,9.35576470588238e-05,0.0
yy,heisenberg,0.3339195557895039,0.14036685145840216,20.0
yy,ising,0.3339195557895039,9.473411764705881e-05,0.0
yy,heisenberg,0.35309988612909526,0.15980538205093608,20.0
yy,ising,0.35309988612909526,4.151058823529402e-05,0.0
yy,heisenberg,0.37335904214476034,0.18843197646188597,20.0
yy,ising,0.37335904214476034,0.00037002823529411834,0.0
yy,heisenberg,0.3947589216125771,0.20864577648486973,20.0
yy,ising,0.3947589216125771,9.892235294117639e-05,0.0
yy,heisenberg,0.4173649075596779,0.23920419591105974,20.0
yy,ising,0.4173649075596779,0.000139534117647059,0.0
yy,heisenberg,0.4412460680289318,0.25751522701247664,20.0
yy,ising,0.4412460680289318,0.00021280470588235358,0.0
yy,heisenberg,0.46647536710246174,0.2622302098704877,20.0
yy,ising,0.46647536710246174,0.0003259341176470591,0.0
yy,heisenberg,0.49312988782871536,0.28115612625627134,20.0
yy,ising,0.49312988782871536,0.0003194870588235293,0.0
yy,heisenberg,0.5212910677342192,0.27414468343813503,20.0
yy,ising,0.5212910677342192,0.00024805176470588244,0.0
yy,heisenberg,0.5510449476395579,0.261563556655772,20.0
yy,ising,0.5510449476395579,0.00011845176470588276,0.0
yy,heisenberg,0.5824824345397914,0.24289252063278918,20.0
yy,ising,0.5824824345397914,0.00012800470588235333,0.0
yy,heisenberg,0.6156995793524993,0.22099078018009805,20.0
yy,ising,0.6156995793524993,6.315764705882333e-05,0.0
yy,heisenberg,0.6507978703820303,0.19355897554512363,20.0
yy,ising,0.6507978703820303,0.00020009882352941212,0.0
yy,heisenberg,0.687884543396611,0.1584808508951704,20.0
yy,ising,0.687884543396611,0.00028334588235294137,0.0
yy,heisenberg,0.7270729092656556,0.12878684471163787,20.0
yy,ising,0.7270729092656556,0.0002320047058823531,0.0
yy,heisenberg,0.7684827001583452,0.09463502685680723,20.0
yy,ising,0.7684827001583452,8.791058823529419e-05,0.0
yy,heisenberg,0.8122404353611758,0.06453618391742129,20.0
yy,ising,0.8122404353611758,0.00037995764705882383,0.0
yy,heisenberg,0.8584798078321985,0.042059145303688504,20.0
yy,ising,0.8584798078321985,7.671058823529418e-05,0.0
yy,heisenberg,0.9073420926729565,0.03206285498605927,20.0
yy,ising,0.9073420926729565,8.546352941176464e-05,0.0
yy,heisenberg,0.9589765787661355,0.021943465635358674,20.0
yy,ising,0.9589765787661355,0.00012056941176470595,0.0
yy,heisenberg,1.0135410248977268,0.02851156828290777,20.0
yy,ising,1.0135410248977268,0.0001536047058823532,0.0
yy,heisenberg,1.0712021417572508,0.04146125315771306,20.0
yy,ising,1.0712021417572508,0.00040273411764705895,0.0
yy,heisenberg,1.1321361012887499,0.06878981239487637,20.0
yy,ising,1.1321361012887499,3.539294117647073e-05,0.0
yy,heisenberg,1.1965290749487107,0.1138615531742617,20.0
yy,ising,1.1965290749487107,0.0001633929411764707,0.0
yy,heisenberg,1.2645778025155154,0.18534414956188228,20.0
yy,ising,1.2645778025155154,8.49458823529411e-05,0.0
yy,heisenberg,1.336490193188254,0.24096023867159985,20.0
yy,ising,1.336490193188254,0.000158498823529412,0.0
yy,heisenberg,1.4124859608114548,0.28456380802126596,20.0
yy,ising,1.4124859608114548,4.1557647058823686e-05,0.0
yy,heisenberg,1.4927972951665573,0.3023381998861774,20.0
yy,ising,1.4927972951665573,0.00017238117647058824,0.0
yy,heisenberg,1.577669571381064,0.32266284708267934,20.0
yy,ising,1.577669571381064,9.882823529411778e-05,0.0
yy,heisenberg,1.667362099622907,0.28239479652370536,20.0
yy,ising,1.667362099622907,0.00021115764705882396,0.0
yy,heisenberg,1.7621489173704834,0.25327364421990844,20.0
yy,ising,1.7621489173704834,0.00013849882352941185,0.0
yy,heisenberg,1.8623196266790718,0.21859789810141866,20.0
yy,ising,1.8623196266790718,0.00039812235294117677,0.0
yy,heisenberg,1.9681802790016327,0.1700701891537133,20.0
yy,ising,1.9681802790016327,0.00012475764705882313,0.0
yy,heisenberg,2.080054310267486,0.07764539291898588,20.0
yy,ising,2.080054310267486,0.0002655105882352944,0.0
yy,heisenberg,2.198283529075721,0.05966098321102509,20.0
yy,ising,2.198283529075721,4.4804705882352875e-05,0.0
yy,heisenberg,2.3232291610226077,0.19359116082383726,20.0
yy,ising,2.3232291610226077,9.600470588235281e-05,0.0
yy,heisenberg,2.4552729523537717,0.3235886565759851,20.0
yy,ising,2.4552729523537717,0.0001229694117647058,0.0
yy,heisenberg,2.594818336313024,0.4100291029775898,20.0
yy,ising,2.594818336313024,0.0001413223529411761,0.0
yy,heisenberg,2.7422916657515284,0.421368885003431,20.0
yy,ising,2.7422916657515284,3.426352941176479e-05,0.0
yy,heisenberg,2.898143515763133,0.3669330684212911,20.0
yy,ising,2.898143515763133,7.012235294117684e-05,0.0
yy,heisenberg,3.062850060325979,0.29385674724042593,20.0
yy,ising,3.062850060325979,9.666352941176468e-05,0.0
yy,heisenberg,3.2369145271562694,0.2234303640982859,20.0
yy,ising,3.2369145271562694,0.00016329882352941204,0.0
yy,heisenberg,3.420868735219366,0.10998376672456883,20.0
yy,ising,3.420868735219366,7.040470588235292e-05,0.0
yy,heisenberg,3.6152747195956465,0.0987716598823648,20.0
yy,ising,3.6152747195956465,0.00033087529411764707,0.0
yy,heisenberg,3.820726448665623,0.2935489068926957,20.0
yy,ising,3.820726448665623,8.687529411764716e-05,0.0
yy,heisenberg,4.037851638860895,0.3471771268485186,20.0
yy,ising,4.037851638860895,0.00026631058823529485,0.0
yy,heisenberg,4.267313672525386,0.27286042698575247,20.0
yy,ising,4.267313672525386,0.0004063105882352942,0.0
yy,heisenberg,4.509813624746718,0.16496289938457276,20.0
yy,ising,4.509813624746718,7.699294117647054e-05,0.0
yy,heisenberg,4.766092405350053,0.07916624614125188,20.0
yy,ising,4.766092405350053,8.400470588235293e-05,0.0
yy,heisenberg,5.036933022599099,0.30547493558498146,20.0
yy,ising,5.036933022599099,2.7628235294117622e-05,0.0
yy,heisenberg,5.32316297552029,0.13374743304014397,20.0
yy,ising,5.32316297552029,7.798117647058817e-05,0.0
yy,heisenberg,5.625656782159669,0.282396919678215,20.0
yy,ising,5.625656782159669,0.0003009929411764709,0.0
yy,heisenberg,5.945338651496844,0.16307326421342047,20.0
yy,ising,5.945338651496844,9.464000000000003e-05,0.0
yy,heisenberg,6.283185307179589,0.00014233952233293502,20.0
yy,ising,6.283185307179589,6.61694117647057e-05,0.0
zz,heisenberg,-6.283185307179589,0.00013547227299572735,20.0
zz,ising,-6.283185307179589,0.00022028705882353052,20.0
zz,heisenberg,-5.945338651496838,0.000304931247163575,20.0
zz,ising,-5.945338651496838,0.00018889882352941128,20.0
zz,heisenberg,-5.625656782159669,0.0006896110073642877,20.0
zz,ising,-5.625656782159669,0.00014268705882353004,20.0
zz,heisenberg,-5.323162975520285,0.0010962731723914102,20.0
zz,ising,-5.323162975520285,0.00014974588235294045,20.0
zz,heisenberg,-5.03693302259909,0.0010322447480674553,20.0
zz,ising,-5.03693302259909,0.0003890870588235303,20.0
zz,heisenberg,-4.766092405350053,0.0010342224225143488,20.0
zz,ising,-4.766092405350053,0.00017915764705882478,20.0
zz,heisenberg,-4.509813624746714,0.0009096487123763793,20.0
zz,ising,-4.509813624746714,6.15576470588237e-05,20.0
zz,heisenberg,-4.267313672525386,0.0012131185646399047,20.0
zz,ising,-4.267313672525386,5.2192941176470755e-05,20.0
zz,heisenberg,-4.037851638860891,0.0010577957899102746,20.0
zz,ising,-4.037851638860891,0.00022795764705882383,20.0
zz,heisenberg,-3.820726448665623,0.0011426660523854906,20.0
zz,ising,-3.820726448665623,0.0001544047058823529,20.0
zz,heisenberg,-3.615274719595643,0.0010925896553165904,20.0
zz,ising,-3.615274719595643,0.0001780752941176476,20.0
zz,heisenberg,-3.420868735219366,0.0010041920812968084,20.0
zz,ising,-3.420868735219366,6.979294117647069e-05,20.0
zz,heisenberg,-3.2369145271562667,0.0020274262595590385,20.0
zz,ising,-3.2369145271562667,0.0001663576470588239,20.0
zz,heisenberg,-3.0628500603259736,0.0014704946820544855,20.0
zz,ising,-3.0628500603259736,2.0381176470588424e-05,20.0
zz,heisenberg,-2.898143515763133,0.0018974030697989437,20.0
zz,ising,-2.898143515763133,0.00014635764705882355,20.0
zz,heisenberg,-2.7422916657515257,0.000774926869629077,20.0
zz,ising,-2.7422916657515257,4.579294117646987e-05,20.0
zz,heisenberg,-2.594818336313024,0.0008558098874035323,20.0
zz,ising,-2.594818336313024,0.0003312517647058833,20.0
zz,heisenberg,-2.4552729523537695,0.0020869573091840303,20.0
zz,ising,-2.4552729523537695,4.499294117647072e-05,20.0
zz,heisenberg,-2.3232291610226077,0.0009610993323443928,20.0
zz,ising,-2.3232291610226077,0.00010136941176470585,20.0
zz,heisenberg,-2.1982835290757192,0.0014429100444212281,20.0
zz,ising,-2.1982835290757192,0.00012042823529411729,20.0
zz,heisenberg,-2.080054310267486,0.0021963688834984274,20.0
zz,ising,-2.080054310267486,0.00020894588235294154,20.0
zz,heisenberg,-1.9681802790016327,0.0017570104724410195,20.0
zz,ising,-1.9681802790016327,0.00011736941176470643,20.0
zz,heisenberg,-1.8623196266790687,0.0011119492861151386,20.0
zz,ising,-1.8623196266790687,0.00013831058823529418,20.0
zz,heisenberg,-1.7621489173704834,0.001367033591686018,20.0
zz,ising,-1.7621489173704834,0.00011219294117647066,20.0
zz,heisenberg,-1.6673620996229055,0.001552287020782,20.0
zz,ising,-1.6673620996229055,0.0001660752941176486,20.0
zz,heisenberg,-1.577669571381064,0.0010887885541621509,20.0
zz,ising,-1.577669571381064,0.00020871058823528923,20.0
zz,heisenberg,-1.492797295166556,0.0005265800202556941,20.0
zz,ising,-1.492797295166556,8.136941176470455e-05,20.0
zz,heisenberg,-1.4124859608114548,0.001060060971045554,20.0
zz,ising,-1.4124859608114548,6.833411764705913e-05,20.0
zz,heisenberg,-1.336490193188253,0.0013654899315106422,20.0
zz,ising,-1.336490193188253,0.00015219294117647028,20.0
zz,heisenberg,-1.2645778025155159,0.0006827162656674602,20.0
zz,ising,-1.2645778025155159,3.186352941176476e-05,20.0
zz,heisenberg,-1.1965290749487103,0.0008357408658303568,20.0
zz,ising,-1.1965290749487103,3.779294117647098e-05,20.0
zz,heisenberg,-1.132136101288749,0.0005813327946070287,20.0
zz,ising,-1.132136101288749,8.264000000000055e-05,20.0
zz,heisenberg,-1.0712021417572508,0.0006282099989722229,20.0
zz,ising,-1.0712021417572508,0.0002510164705882359,20.0
zz,heisenberg,-1.013541024897726,0.0005882954804049628,20.0
zz,ising,-1.013541024897726,0.00012306352941176518,20.0
zz,heisenberg,-0.9589765787661355,0.0005289287047793033,20.0
zz,ising,-0.9589765787661355,4.5840000000000496e-05,20.0
zz,heisenberg,-0.9073420926729556,0.0002910424857766446,20.0
zz,ising,-0.9073420926729556,0.00014372235294117646,20.0
zz,heisenberg,-0.8584798078321985,0.0005903141620133647,20.0
zz,ising,-0.8584798078321985,8.334588235294111e-05,20.0
zz,heisenberg,-0.8122404353611755,0.0004279440234970028,20.0
zz,ising,-0.8122404353611755,0.00032391058823529696,20.0
zz,heisenberg,-0.7684827001583442,0.0005857452448257412,20.0
zz,ising,-0.7684827001583442,0.00017308705882353168,20.0
zz,heisenberg,-0.7270729092656553,0.0002933379532792362,20.0
zz,ising,-0.7270729092656553,0.00020122823529411808,20.0
zz,heisenberg,-0.68788454339661,0.0003429824504921275,20.0
zz,ising,-0.68788454339661,0.00010640470588235289,20.0
zz,heisenberg,-0.6507978703820303,0.0003340764765997282,20.0
zz,ising,-0.6507978703820303,3.656941176470588e-05,20.0
zz,heisenberg,-0.6156995793524987,0.0004213453910980134,20.0
zz,ising,-0.6156995793524987,0.00010240470588235225,20.0
zz,heisenberg,-0.5824824345397914,0.00021441432587230842,20.0
zz,ising,-0.5824824345397914,0.00015595764705882362,20.0
zz,heisenberg,-0.5510449476395575,0.0006768734386836536,20.0
zz,ising,-0.5510449476395575,0.00018438117647058856,20.0
zz,heisenberg,-0.5212910677342194,0.0003136474707374156,20.0
zz,ising,-0.5212910677342194,5.3839999999999817e-05,20.0
zz,heisenberg,-0.49312988782871514,0.00016671797724234706,20.0
zz,ising,-0.49312988782871514,7.054588235294145e-05,20.0
zz,heisenberg,-0.4664753671024611,0.00017832918254447966,20.0
zz,ising,-0.4664753671024611,0.00016475764705882386,20.0
zz,heisenberg,-0.4412460680289316,0.00030106184120502625,20.0
zz,ising,-0.4412460680289316,0.0001889929411764684,20.0
zz,heisenberg,-0.41736490755967726,0.00013116921850126126,20.0
zz,ising,-0.41736490755967726,0.00020932235294117668,20.0
zz,heisenberg,-0.3947589216125771,0.00027292961813247255,20.0
